"Content_ID","Map_ID","Content_Concept_1","Content_Relation_Direction","Content_Relation_Type","Content_Concept_2","Content_Username","Content_IP","Content_Date","Content_Merged_Concept_1","Content_Merged_Concept_2","Content_Source_ID","Content_Speech_ID","Content_Remark","User_ID","Content_Relation_Remark_Choice","Content_Relation_Explanation"
4046,169,"[European solidarity] not weakening a countries motivation to take responsibility for needs to be done","negative","Causal","we have to make sure","femke","83.87.191.220","2016/3/18 15:37:46","Moral hazard","benefit of all",1256,174,"*",1,,
4047,169,"Structural reforms in return for financial assistance","positive","Causal","most important long-term strategic question we face today","femke","83.87.191.220","2016/3/18 15:39:10","conditional financial assistance","benefit of all",1258,174,,1,,
4048,169,"If our members states have strong economies","positive","Causal","Europe will be able to cope effectively with today's global crises","femke","83.87.191.220","2016/3/18 15:41:38","Economic strong Europe","Ability to deal with problems",1258,174,,1,,
4049,169,"resilient societies","positive","Causal","Europe will be able to cope effectively with todays global crises","femke","83.87.191.220","2016/3/18 15:43:43","euro-zone resilience","Ability to deal with problems",1258,174,,1,,
4050,169,"if we let ourselfs become weaker internally","negative","Causal","not overcome the challenges from outside the EU","femke","83.87.191.220","2016/3/18 15:45:59","Economic strong Europe","Europe falling prey to globalisation",1258,174,"*",1,,
4051,169,"not overcome the challenges from outside the EU","negative","Causal","we cannot allow this to happen","femke","83.87.191.220","2016/3/18 15:46:49","Europe falling prey to globalisation","benefit of all",1258,174,,1,,
4052,170,"conservative forces","positive","Causal","financial asphyxiation to Greece","femke","83.87.191.220","3/26/2020 15:14:49","Fiscal discipline","Greek fiscal crisis",1259,175,,7,,
4053,170,"mutually beneficial compromises","positive","Causal","Greece remains standing","lieke","145.107.99.39","2016/6/2 16:45:34","Mutual European effort","Benefit of our state",1259,175,,7,,
4054,170,"cuts in salaries and pensions (reversed)","positive","Causal","growth","lieke","145.107.98.100","2016/6/7 16:46:46","wage rise","economic growth",1260,175,,7,,
4055,170,"austerity","positive","Causal","recession","lieke","145.107.98.100","2016/6/7 21:19:08","Fiscal discipline","Economic depression",1261,175,,7,,
4056,170,"primary surpluses","negative","Causal","recession","lieke","145.107.98.100","2016/6/7 21:19:32","Budgetary surplus","Economic depression",1261,175,,7,,
4057,170,"progressive reforms","positive","Causal","much-needed","lieke","145.107.99.39","2016/6/2 16:54:32","Structural reforms","benefit of all",1261,175,,7,,
4058,170,"corruption","negative","Causal","much-needed reforms (reversed)","lieke","145.107.98.100","2016/6/7 16:48:53","Corruption","benefit of all",1261,175,,7,,
4059,170,"Leaving austerity","negative","Causal","allow changes in the Eurozone","femke","83.87.191.220","3/26/2020 15:16:05","Fiscal discipline","Institutional reform of EMU",1262,175,,7,,
4060,170,"Troika","negative","Causal","allow changes in the Eurozone","femke","83.87.191.220","3/26/2020 15:16:33","austerity programme problemstates","Institutional reform of EMU",1262,175,,7,,
4061,170,"Memoranda","negative","Causal","allow changes in the Eurozone","lieke","145.107.99.39","2016/6/2 17:47:42","Fiscal support package","Economic policy change",1262,175,,7,,
4062,170,"financial asphyxiation","negative","Causal","we do not need","femke","83.87.191.220","3/26/2020 15:16:50","Greek fiscal crisis","Benefit of our state",1262,175,,7,,
4063,172,"fighting","positive","Causal","political change","femke","83.87.191.220","3/26/2020 15:20:33","Political will","Different mentality",1263,177,,7,,
4064,172,"political change","positive","Causal","new impetus to Europe","femke","83.87.191.220","3/26/2020 15:19:58","Different mentality","Successful European Union",1264,177,,7,,
4065,172,"austerity","negative","Causal","escape the trap of","lieke","145.107.99.39","2016/6/2 18:00:34","Fiscal discipline","Benefit of the MS",1264,177,,7,,
4066,172,"austerity","negative","Causal","growth","femke","83.87.191.220","3/26/2020 15:21:02","Fiscal discipline","economic growth",1264,177,,7,,
4067,172,"austerity","negative","Causal","prosperity","lieke","145.107.99.39","2016/6/2 18:02:37","Fiscal discipline","Welfare",1264,177,,7,,
4068,172,"electoral victory of SYRIZA","positive","Causal","new hope to millions of people suffering","femke","83.87.191.220","3/26/2020 15:21:47","Our national policies","Peoples trust [in the future]",1265,177,,7,,
4069,172,"austerity","negative","Causal","suffering from","lieke","77.251.140.124","2016/6/5 21:00:08","Fiscal discipline","Benefit of our state",1265,177,,7,,
4070,172,"electoral victory of SYRIZA","positive","Causal","necessary momentum for movement","lieke","145.107.98.100","2016/6/7 21:21:16","Our national policies","Economic policy change",1265,177,,7,,
4071,172,"Greek people never voted","positive","Causal","Europe is irrelevant in the eyes of the citizens","femke","83.87.191.220","3/26/2020 15:22:28","Democracy","trust in European integration",1266,177,,7,,
4072,172,"their - the Greek people - vote is irrelevant","positive","Causal","Europe is irrelevant in the eyes of the citizens","lieke","213.126.111.6","2016/6/8 11:51:46","Democracy","Public support",1266,177,,7,,
4073,172,"crafting a new relationship with our European partners","positive","Causal","political change in Greece","femke","83.87.191.220","3/26/2020 15:24:54","Institutional reform of EMU","Political will",1266,177,,7,,
4074,172,"recessionary policies of internal devaluation","negative","Causal","humanitarian crisis","femke","83.87.191.220","3/26/2020 15:25:44","Deflationary policy","Benefit of the people",1267,177,,7,,
4075,172,"technical expertise to identify the most relevant institutional structures with block and change reform","positive","Causal","substantial reforms","femke","83.87.191.220","3/26/2020 15:27:13","better information","Structural reforms",1269,177,,7,,
4076,172,"primary fiscal surpluses","negative","Causal","Greek public debt","lieke","145.107.98.100","2016/6/7 21:28:40","Budgetary surplus","Public debt",1268,177,,7,,
4077,172,"the political will to go against all those vested interests","positive","Causal","substantial reforms","femke","83.87.191.220","3/26/2020 15:27:30","Political will","Structural reforms",1269,177,,7,,
4078,172,"substantial reforms","positive","Causal","historically rooted injustices","femke","83.87.191.220","3/26/2020 15:28:01","Structural reforms","Social justice",1269,177,,7,,
4079,172,"substantial reforms","positive","Causal","deal with inefficiencies of our economic system","femke","83.87.191.220","3/26/2020 15:28:25","Structural reforms","Efficiency",1269,177,,7,,
4080,172,"the assistance of the OECD","positive","Causal","valuable","femke","83.87.191.220","3/26/2020 15:28:52","International cooperation","Benefit of our state",1269,177,,7,,
4081,172,"public debt restructured","positive","Causal","absolutely vital","lieke","145.107.98.100","2016/6/7 21:29:55","Debt restructuring","Benefit of our state",1270,177,,7,,
4082,172,"public debt restructured","positive","Causal","country solvent","lieke","145.107.98.100","2016/6/7 21:30:09","Debt restructuring","Solvency",1270,177,,7,,
4083,172,"public debt restructured","positive","Causal","country solvent","lieke","145.107.98.100","2016/6/7 21:30:24","Debt restructuring","Solvency",1270,177,,7,,
4084,172,"public debt restructured","negative","Causal","lowering dramatically the yields","lieke","145.107.98.100","2016/6/7 21:30:34","Debt restructuring","increase in sovereign bond yields",1270,177,,7,,
4085,172,"public debt restructured","positive","Causal","financing needs of the capital markets","lieke","145.107.98.100","2016/6/7 21:30:47","Debt restructuring","calm financial markets",1270,177,,7,,
4086,172,"Greece's public debt problem","negative","Causal","monetary union","lieke","145.107.98.170","2016/6/3 19:10:37","Greek fiscal crisis","EMU",1270,177,,7,,
4087,172,"vicious cycle of debt trap","negative","Causal","healthy Eurozone","lieke","145.107.98.170","2016/6/3 19:18:55","MS problems with refinancing debt","Stability of Eurozone",1271,177,,7,,
4088,172,"permanent dependence (reversed)","positive","Causal","healthy Eurozone","lieke","145.107.98.100","2016/6/7 21:25:50","national independence","Stability of Eurozone",1271,177,,7,,
4089,172,"fiscal space","positive","Causal","Greece needs","lieke","145.107.98.170","2016/6/3 19:23:10","Budgetary flexibility","Benefit of our state",1271,177,,7,,
4090,172,"fiscal space","positive","Causal","regain the capacity to plan and organize its economy","lieke","145.107.98.100","2016/6/7 21:29:28","Budgetary flexibility","national independence",1271,177,,7,,
4091,172,"fiscal space","positive","Causal","an extension of the loan agreement","lieke","145.107.98.100","2016/6/7 21:31:38","Budgetary flexibility","Fiscal support package",1271,177,,7,,
4092,172,"fiscal space","positive","Causal","tackle the basic problems of the real economy","lieke","145.107.98.170","2016/6/3 19:27:11","Budgetary flexibility","Ability to deal with problems",1272,177,,7,,
4093,172,"fiscal space","positive","Causal","the relation of the state with the economy","lieke","145.107.98.100","2016/6/7 21:32:37","Budgetary flexibility","social market economy",1272,177,,7,,
4094,172,"fiscal space","positive","Causal","the relationship of the state with the society","lieke","145.107.98.170","2016/6/3 19:34:29","Budgetary flexibility","Public support",1272,177,,7,,
4095,172,"fiscal space","positive","Causal","we need","lieke","145.107.98.170","2016/6/3 19:34:50","Budgetary flexibility","Benefit of our state",1272,177,,7,,
4096,172,"Contract for Recovery and Growth","positive","Causal","put flesh on the bone of","lieke","145.107.98.100","2016/6/7 21:32:59","stability and growth community","benefit of all",1273,177,,7,,
4097,172,"put flesh on the bone of that Contract for Recovery and Growth","positive","Causal","appropriate fiscal space","lieke","145.107.98.100","2016/6/7 21:33:18","stability and growth community","Budgetary flexibility",1273,177,,7,,
4098,172,"put flesh on the bone of that Contract for Recovery and Growth","positive","Causal","economically sustainable","lieke","145.107.98.100","2016/6/7 21:33:32","stability and growth community","sustainable economic growth",1273,177,,7,,
4099,172,"put flesh on the bone of that Contract for Recovery and Growth","positive","Causal","sensitive to social aspirations","lieke","145.107.98.100","2016/6/7 21:36:57","stability and growth community","Social justice",1273,177,,7,,
4100,172,"debt sustainability","negative","Causal","achieve","femke","83.87.191.220","3/26/2020 15:33:04","excessive debt","Benefit of our state",1273,177,,7,,
4101,172,"shock","positive","Causal","we need","lieke","145.107.98.100","2016/6/7 21:38:53","Asymmetric shocks","Benefit of our state",1279,177,,7,,
4102,172,"shock","positive","Causal","revive the economy","femke","83.87.191.220","3/26/2020 15:33:38","Asymmetric shocks","Economic development",1279,177,,7,,
4103,172,"equality","positive","Causal","growth","lieke","145.107.98.100","2016/6/7 21:39:06","Equality","economic growth",1274,177,,7,,
4104,172,"equality","positive","Causal","growth","lieke","145.107.98.100","2016/6/7 21:40:50","Equality","economic growth",1274,177,,7,,
4105,172,"economically and ecologically viable growth","positive","Causal","keeping our eyes firmly turned towards a future with","lieke","145.107.98.100","2016/6/7 21:39:38","sustainable economic growth","benefit of all",1274,177,,7,,
4106,172,"social justice","positive","Causal","keeping our eyes firmly turned towards a future with","lieke","145.107.98.170","2016/6/3 20:12:31","Social justice","benefit of all",1274,177,,7,,
4107,172,"full-employment","positive","Causal","keeping our eyes firmly turned towards a future with","lieke","145.107.98.170","2016/6/3 20:12:49","Employment","benefit of all",1274,177,,7,,
4108,172,"a policy that prioritizes the needs of the social majority","positive","Causal","can be part of a solution of the crisis","lieke","145.107.98.100","2016/6/7 21:39:57","Sustainable social security system","solving the crisis",1275,177,,7,,
4109,172,"a policy that prioritizes the needs of the social majority","non-existent","Causal","not the problem of the crisis","femke","83.87.191.220","3/26/2020 15:34:31","Sustainable social security system","Euro-crisis",1275,177,,7,,
4110,172,"growth","positive","Causal","we want","lieke","145.107.98.170","2016/6/3 20:20:37","economic growth","benefit of all",1275,177,,7,,
4111,172,"social justice","positive","Causal","we want","lieke","145.107.98.170","2016/6/3 20:20:54","Social justice","benefit of all",1275,177,,7,,
4112,172,"replace the market as an allocative device","negative","Causal","do not want","lieke","145.107.98.170","2016/6/3 20:21:54","Dependency on Markets","benefit of all",1276,177,,7,,
4113,172,"replace the market as an allocative device","positive","Causal","adress economic problems","femke","83.87.191.220","3/26/2020 15:36:04","Dependency on Markets","Problems",1276,177,,7,,
4114,172,"the market","positive","Causal","significant social cost","femke","83.87.191.220","2/6/2020 14:32:05","Common market","costs",1276,177,,7,,
4115,172,"incorporating democracy into a reform project","positive","Causal","maximizes the popular support for the whole reform package","lieke","213.126.111.6","2016/6/8 11:52:03","Democracy","Public support",1277,177,,7,,
4116,172,"collaboration with the OECD","positive","Causal","exit from the crisis","femke","83.87.191.220","3/26/2020 15:36:36","International cooperation","solving the crisis",1280,177,,7,,
4117,172,"collaboration with the OECD","positive","Causal","begin the process of inclusive recovery","femke","83.87.191.220","3/26/2020 15:36:52","International cooperation","economic recovery",1280,177,,7,,
4118,172,"help of our partners","positive","Causal","exit from the crisis","lieke","145.107.98.100","2016/6/7 21:55:08","Fiscal support package","solving the crisis",1280,177,,7,,
4119,173,"mutually beneficial agreement","positive","Causal","disentangle Greek society","lieke","145.107.98.170","2016/6/3 20:37:30","Mutual European effort","Benefit of our state",1281,179,,7,,
4120,173,"mutually beneficial agreement","negative","Causal","disentangle the Greek economy from the recessionary spiral","femke","83.87.191.220","3/26/2020 15:38:14","Mutual European effort","Economic depression",1281,179,,7,,
4121,173,"mutually beneficial agreement","negative","Causal","putting an end to austerity","femke","83.87.191.220","3/26/2020 15:44:45","Mutual European effort","austerity programme problemstates",1281,179,,7,,
4122,173,"mutually beneficial agreement","positive","Causal","social justice","lieke","145.107.98.170","2016/6/3 20:41:13","Mutual European effort","Social justice",1281,179,,7,,
4123,173,"mutually beneficial agreement","positive","Causal","providing a comprehensive solution to the debt issue","lieke","145.107.98.170","2016/6/3 20:41:48","Mutual European effort","solving the crisis",1281,179,,7,,
4124,173,"a solution (mutually beneficial agreement)","positive","Causal","what is needed","lieke","145.107.98.170","2016/6/3 21:11:20","Mutual European effort","benefit of all",1282,179,,7,,
4125,173,"a solution (mutual beneficial agreement)","positive","Causal","end the dangerous cycle of crises","lieke","145.107.98.170","2016/6/3 21:14:15","Mutual European effort","solving the crisis",1282,179,,7,,
4126,173,"this proposal (mutually beneficial agreement)","positive","Causal","respects the popular mandate","lieke","145.107.98.170","2016/6/3 21:16:39","Mutual European effort","Public support",1283,179,,7,,
4127,173,"this proposal (mutually beneficial agreement)","positive","Causal","respects the common rules governing the monetary union","femke","83.87.191.220","3/26/2020 15:39:34","Mutual European effort","Compliance with SGP norms",1283,179,,7,,
4128,173,"high primary surpluses","positive","Causal","further austerity","femke","83.87.191.220","3/26/2020 15:45:08","Budgetary surplus","austerity programme problemstates",1284,179,,7,,
4129,173,"overarching agreement","positive","Causal","solution for Greece","lieke","145.107.98.100","2016/6/7 22:05:04","European economic cooperation","Benefit of our state",1285,179,,7,,
4130,173,"shadow theater (reversed)","negative","Causal","worsen the debt situation","femke","83.87.191.220","3/26/2020 16:35:19","Transparency","Public debt",1285,179,,7,,
4131,173,"shadow theater (reversed)","positive","Causal","prospects of exiting the crisis","lieke","145.107.98.170","2016/6/3 21:22:37","Transparency","solving the crisis",1285,179,,7,,
4132,173,"tough austerity","positive","Causal","recession","femke","83.87.191.220","3/26/2020 15:45:27","austerity programme problemstates","Economic depression",1286,179,,7,,
4133,173,"sustainability of the debt","negative","Causal","changing the recipe","femke","83.87.191.220","3/26/2020 15:40:26","excessive debt","solving the crisis",1286,179,,7,,
4134,173,"tough austerity","positive","Causal","recession","femke","83.87.191.220","3/26/2020 15:45:50","austerity programme problemstates","Economic depression",1286,179,,7,,
4135,173,"sustainability of the debt","negative","Causal","Greek economy will once again become safe for investors and markets","femke","83.87.191.220","3/26/2020 16:34:52","excessive debt","Trust in our country",1286,179,,7,,
4136,173,"uncertainty","negative","Causal","growth","lieke","145.107.98.170","2016/6/3 21:29:28","uncertainty","economic growth",1287,179,,7,,
4137,173,"austerity","negative","Causal","unsustainable debt","femke","83.87.191.220","3/26/2020 15:46:09","austerity programme problemstates","excessive debt",1289,179,,7,,
4138,173,"austerity","negative","Causal","be won by ending","femke","83.87.191.220","3/26/2020 15:46:35","austerity programme problemstates","Benefit of our state",1290,179,,7,,
4139,173,"lower surpluses","negative","Causal","austerity","femke","83.87.191.220","3/26/2020 15:44:15","Budgetary surplus","austerity programme problemstates",1290,179,,7,,
4140,173,"financial asphyxiation","negative","Causal","external commitments","femke","83.87.191.220","3/26/2020 15:42:22","austerity programme problemstates","Compliance",1291,179,,7,,
4141,173,"realistic approach of the Greek side","positive","Causal","sustainable agreement","femke","83.87.191.220","3/26/2020 15:43:36","Our national crisis measures","European economic cooperation",1293,179,,7,,
4142,173,"redistribution of income in favor of the social majority","positive","Causal","increase in revenue (reversed)","femke","83.87.191.220","3/26/2020 15:43:51","Sustainable social security system","Increase in tax revenues",1295,179,,7,,
4143,173,"low primary surpluses","positive","Causal","reducing the costs of the Greek people (reversed)","lieke","145.107.98.100","2016/6/7 22:11:26","Budgetary surplus","economic growth",1294,179,,7,,
4144,173,"a strong investment program","positive","Causal","positive jolt to the Greek economy","lieke","145.107.98.170","2016/6/3 21:55:59","Government investment","economic growth",1296,179,,7,,
4145,173,"endurance","positive","Causal","bear fruit","lieke","145.107.98.170","2016/6/3 21:57:02","Political will","solving the crisis",1297,179,,7,,
4146,174,"austerity policies","negative","Causal","if the EU persists","lieke","145.107.98.170","2016/6/3 22:13:00","Fiscal discipline","Benefit of our state",1301,180,,7,,
4147,174,"austerity policies","positive","Causal","further the recession","femke","83.87.191.220","3/26/2020 16:44:19","Fiscal discipline","Economic depression",1301,180,,7,,
4148,174,"disruption of social cohesion (reversed)","positive","Causal","if the EU persists","femke","83.87.191.220","3/26/2020 16:44:51","Social cohesion","Survival of EU",1301,180,,7,,
4149,174,"the Eurozone","positive","Causal","the problem","lieke","145.107.98.170","2016/6/3 22:16:48","EMU","Problems",1302,180,,7,,
4150,174,"structure of the Eurozone","positive","Causal","the problem","lieke","145.107.98.170","2016/6/3 22:17:05","EMU","Problems",1302,180,,7,,
4151,174,"growth","positive","Causal","allow room for","lieke","145.107.98.170","2016/6/3 22:17:59","economic growth","benefit of all",1302,180,,7,,
4152,174,"social cohesion","positive","Causal","allow room for","femke","83.87.191.220","3/26/2020 16:45:25","Social cohesion","benefit of all",1302,180,,7,,
4153,174,"prosperity","positive","Causal","allow room for","lieke","145.107.98.170","2016/6/3 22:20:28","Welfare","benefit of all",1302,180,,7,,
4154,175,"Greek debt crisis","negative","Causal","ending the, affecting other EU countries","lieke","145.107.98.170","2016/6/3 22:23:18","Greek fiscal crisis","benefit of all",1322,183,,7,,
4155,175,"Greek debt crisis","negative","Causal","threatening the very future of European integration","lieke","145.107.98.100","2016/6/7 22:18:27","Greek fiscal crisis","Survival of EU",1322,183,,7,,
4156,175,"negotiate with our partners","positive","Causal","ending austerity","lieke","145.107.98.100","2016/6/7 22:18:49","Mutual European effort","Budgetary flexibility",1323,183,,7,,
4157,175,"negotiate with our partners","positive","Causal","prosperity","lieke","145.107.98.100","2016/6/7 22:19:04","Mutual European effort","Welfare",1323,183,,7,,
4158,175,"negotiate with our partners","positive","Causal","social justice","lieke","145.107.98.100","2016/6/7 22:19:18","Mutual European effort","Social justice",1323,183,,7,,
4159,175,"austerity","negative","Causal","bring an end to","lieke","145.107.98.170","2016/6/3 22:27:27","Fiscal discipline","Benefit of our state",1323,183,,7,,
4160,175,"sustainable agreement","positive","Causal","exit from the crisis","lieke","145.107.98.100","2016/6/7 22:21:06","ESM","solving the crisis",1323,183,,7,,
4161,175,"uncertainty","negative","Causal","(negative) fueling","lieke","145.107.98.170","2016/6/3 22:29:26","uncertainty","Benefit of our state",1324,183,,7,,
4162,175,"uncertainty","negative","Causal","recovery of the Greek economy","lieke","77.251.140.124","2016/6/5 21:11:56","uncertainty","economic recovery",1324,183,,7,,
4163,175,"a proposal","negative","Causal","new unbearable weight to the shoulders of the Greek people","femke","83.87.191.220","3/26/2020 16:47:01","3rd Greek bail-out package","Benefit of the people",1324,183,,7,,
4164,175,"further exacerbating social inequalities","positive","Causal","recovery of the Greek economy","lieke","145.107.98.100","2016/6/7 22:19:42","Equality","economic recovery",1324,183,,7,,
4165,175,"a proposal","negative","Causal","undermine the recovery of the Greek economy and society","femke","83.87.191.220","3/26/2020 16:47:28","3rd Greek bail-out package","economic recovery",1324,183,,7,,
4166,175,"austerity","negative","Causal","harsh and punitive","lieke","82.217.113.26","2016/6/4 09:39:43","Fiscal discipline","benefit of all",1325,183,,7,,
4167,175,"Greek debt crisis","negative","Causal","affecting other European countries as well (reversed)","lieke","145.107.98.100","2016/6/7 22:22:11","Greek fiscal crisis","Benefit of the MS",1325,183,,7,,
4168,175,"Greek debt crisis","negative","Causal","threatening the very future of European integration","femke","83.87.191.220","3/26/2020 16:47:58","Greek fiscal crisis","Survival of EU",1325,183,,7,,
4169,175,"austerity","negative","Causal","strict and humiliating","lieke","82.217.113.26","2016/6/4 09:43:09","Fiscal discipline","benefit of all",1326,183,,7,,
4170,175,"extortionate ultimatum","negative","Causal","ever standing on our own two feet, socially and financially","lieke","145.107.98.100","2016/6/7 22:23:32","conditional financial assistance","national independence",1326,183,,7,,
4171,176,"to negotiate as an equal among equals","positive","Causal","restore the lost political parity between Greece and other Eurozone countries","femke","83.87.191.220","3/26/2020 16:48:55","Equality","European cooperation",1304,181,,7,,
4172,176,"loan agreement","negative","Causal","recovery of the Greek economy","femke","83.87.191.220","3/26/2020 16:49:14","3rd Greek bail-out package","economic recovery",1328,184,,7,,
4173,176,"harsh measures","negative","Causal","without any breathing room or prospects","lieke","145.107.98.170","2016/6/4 10:26:28","austerity programme problemstates","benefit of all",1329,184,,7,,
4174,176,"debt restructuring","positive","Causal","commitment on","lieke","145.107.98.100","2016/6/7 22:37:54","Debt restructuring","benefit of all",1306,181,,7,,
4175,176,"harsh measures","negative","Causal","adequate financing","femke","83.87.191.220","3/26/2020 16:52:16","3rd Greek bail-out package","Fiscal support package",1329,184,,7,,
4176,176,"harsh measures","negative","Causal","commitment on the debt issue","femke","83.87.191.220","3/26/2020 16:52:30","3rd Greek bail-out package","Compliance with SGP norms",1306,181,,7,,
4177,176,"adequate financing","positive","Causal","sustainable agreement","femke","83.87.191.220","3/26/2020 16:51:22","Fiscal support package","European economic cooperation",1307,181,,7,,
4178,176,"substantial commitment for the necessary debt restructuring","positive","Causal","sustainable agreement","lieke","145.107.98.100","2016/6/7 22:40:15","Political commitment","European economic cooperation",1307,181,,7,,
4179,176,"strong investment package","positive","Causal","sustainable agreement","femke","83.87.191.220","3/26/2020 16:54:03","European investment plan","European economic cooperation",1307,181,,7,,
4180,176,"least possible recessionary cost","negative","Causal","we committed to","lieke","145.107.98.100","2016/6/7 22:38:10","Economic depression","Benefit of our state",1307,181,,7,,
4181,176,"fair burden-sharing","positive","Causal","we committed to reforms with","lieke","145.107.98.170","2016/6/4 10:37:37","Social justice","Benefit of our state",1330,184,,7,,
4182,176,"least possible recessionary cost","negative","Causal","sustainable agreement","lieke","145.107.98.100","2016/6/7 22:38:56","Economic depression","European economic cooperation",1307,181,,7,,
4183,176,"fair burden-sharing","positive","Causal","sustainable agreement","lieke","145.107.98.170","2016/6/4 10:40:37","Social justice","European political cooperation",1330,184,,7,,
4184,176,"strong growth package","negative","Causal","front loaded disbursement (reversed)","femke","83.87.191.220","3/26/2020 16:55:04","Strategy for growth and employment","MS problems with refinancing debt",1308,181,,7,,
4185,176,"strong growth package","positive","Causal","initiatives to combat unemployment","femke","83.87.191.220","3/26/2020 16:55:22","Strategy for growth and employment","Employment",1308,181,,7,,
4186,176,"debt reduction","positive","Causal","they -markets and investors- can once again trust the Greek economy","femke","83.87.191.220","3/26/2020 16:55:54","Debt relief","Market trust",1308,181,,7,,
4187,176,"guaranteed long-term financing","positive","Causal","they -markets and investors- can once again trust the Greek economy","femke","83.87.191.220","3/26/2020 16:56:17","Fiscal support package","Market trust",1308,181,,7,,
4188,176,"tough measures","positive","Causal","recessionary effects","femke","83.87.191.220","3/26/2020 16:56:32","3rd Greek bail-out package","Economic depression",1309,181,,7,,
4189,176,"this agreement (ESM)","negative","Causal","exclusively European program","lieke","145.107.98.100","2016/6/7 22:45:50","ESM","IMF involvement",1309,181,,7,,
4190,176,"this agreement (ESM)","negative","Causal","ending the Troika (IMF will not be a party to the ESM)","lieke","145.107.98.170","2016/6/4 10:59:52","ESM","IMF involvement",1333,184,,7,,
4191,176,"the new agreement (ESM)","positive","Causal","stabilize the economy","lieke","145.107.98.170","2016/6/4 11:01:07","ESM","economic stability",1334,184,,7,,
4192,176,"the new agreement (ESM)","negative","Causal","put an end to Grexit speculation (reversed)","lieke","145.107.98.170","2016/6/4 11:02:02","ESM","Grexit",1334,184,,7,,
4193,176,"the new agreement (ESM)","positive","Causal","regain market trust","lieke","145.107.98.170","2016/6/4 11:02:28","ESM","Market trust",1334,184,,7,,
4194,176,"austerity","negative","Causal","we are doing away with","lieke","145.107.98.170","2016/6/4 11:03:14","Fiscal discipline","benefit of all",1335,184,,7,,
4195,176,"very high surpluses","positive","Causal","we are doing away with","lieke","145.107.98.100","2016/6/7 22:46:48","Budgetary surplus","benefit of all",1312,181,,7,,
4196,176,"very high surpluses","positive","Causal","economic growth","lieke","145.107.98.100","2016/6/7 22:47:14","Budgetary surplus","economic growth",1312,181,,7,,
4197,176,"fiscal space","positive","Causal","whitewash things","femke","83.87.191.220","3/26/2020 16:57:21","Budgetary buffers","benefit of all",1336,184,,7,,
4198,176,"lower primary surpluses","positive","Causal","additional fiscal space","lieke","145.107.98.100","2016/6/7 23:04:19","Budgetary surplus","Budgetary flexibility",1313,181,,7,,
4199,176,"country's total debt","positive","Causal","possibilities of converting short-term debt to long-term debt","lieke","145.107.98.100","2016/6/7 22:48:16","Public debt","Debt restructuring",1314,181,,7,,
4200,176,"financial requirements by the ESM","positive","Causal","possibilities of converting short-term debt to long-term debt","femke","83.87.191.220","3/26/2020 16:58:02","Flexible application of EFSF and ESM","Debt restructuring",1314,181,,7,,
4201,176,"economic impact of the bank holiday","positive","Causal","no additional fiscal measures","lieke","145.107.98.170","2016/6/4 11:24:09","reform of banking sector","Budgetary flexibility",1338,184,,7,,
4202,176,"the imposition of capital controls (reversed)","positive","Causal","no additional fiscal measures","femke","83.87.191.220","3/26/2020 16:59:13","functional financial markets","Budgetary flexibility",1338,184,,7,,
4203,176,"restructure the overall debt (with ESM)","positive","Causal","serviceable","lieke","145.107.98.100","2016/6/7 22:50:10","Debt restructuring","Benefit of our state",1316,181,,7,,
4204,176,"restructure the overall debt (with ESM)","positive","Causal","sustainable","lieke","145.107.98.100","2016/6/7 22:50:28","Debt restructuring","sustainable economic growth",1316,181,,7,,
4205,176,"substantial commitment","positive","Causal","making a final decision","lieke","145.107.98.100","2016/6/7 22:52:03","Political commitment","ESM",1316,181,,7,,
4206,176,"end to austerity","negative","Causal","mutual respect","femke","83.87.191.220","3/26/2020 16:59:54","3rd Greek bail-out package","solidarity",1340,184,,7,,
4207,176,"mutual respect","positive","Causal","guiding principle","lieke","145.107.98.170","2016/6/4 11:31:07","solidarity","benefit of all",1340,184,,7,,
4208,176,"popular sovereignty","positive","Causal","respect for","femke","83.87.191.220","3/26/2020 17:00:11","Democracy","Benefit of our state",1340,184,,7,,
4209,176,"democracy","positive","Causal","respect for","lieke","213.126.111.6","2016/6/8 11:56:20","Democracy","Benefit of our state",1317,181,,7,,
4210,176,"end to austerity","negative","Causal","popular sovereignty","femke","83.87.191.220","3/26/2020 17:00:42","3rd Greek bail-out package","Democracy",1340,184,,7,,
4211,176,"end to austerity","negative","Causal","democracy","femke","83.87.191.220","3/26/2020 17:01:04","3rd Greek bail-out package","Democracy",1317,181,,7,,
4212,177,"agreement (ESM)","positive","Causal","benefit the greater social majority","lieke","145.107.98.170","2016/6/4 11:45:16","ESM","Benefit of the people",1341,185,,7,,
4213,177,"crisis","negative","Causal","negative impact","lieke","145.107.98.170","2016/6/4 11:45:44","Euro-crisis","Benefit of our state",1341,185,,7,,
4214,177,"measures with a negative impact","negative","Causal","to help alleviate the burden on social groups","lieke","145.107.98.170","2016/6/4 11:48:10","counterproductive economic measures","Social justice",1341,185,,7,,
4215,177,"this agreement (ESM)","positive","Causal","debt restructuring","lieke","145.107.98.100","2016/6/7 22:31:42","ESM","Debt restructuring",,,,7,,
4216,177,"debt restructuring","positive","Causal","important development","lieke","145.107.98.100","2016/6/7 22:31:08","Debt restructuring","Benefit of our state",1319,182,,7,,
4217,177,"corruption","negative","Causal","fight against","femke","83.87.191.220","3/26/2020 17:02:08","Corruption","Benefit of our state",1320,182,,7,,
