"Speech_ID","Speech_Identifier","Speech_Name","Speech_Speaker_ID","Speech_Date","Speech_Location","User_ID"
270,"Rohde 2013-02-26","The European crisis and the development of the European Union",53,"2013-02-26","Copenhagen",1
271,"Rohde 2014-05-08","Speech by Governor Lars Rohde at the annual meeting of the association of local banks, saving banks and cooperative banks in Denmark",53,"2014-05-08","Denmark",1
272,"Rasmussen 2010-10-05 niet gebruiken","Prime Minister Lars Løkke Rasmussen's Opening Address to the Folketing (The Danish Parliament)",51,"2011-10-05","Copenhagen",7
273,"Rasmussen 2011-01-01","Prime Minister Lars Løkke Rasmussen's New Year Address",51,"2011-01-01","Denmark",7
274,"Rasmussen 2011-04-15","Prime Minister Lars Løkke Rasmussen's speech to the closing ceremony at the European University Association's Annual Meeting and the 10th anniversary meeting at Aarhus University",51,"2011-04-15","Aarhus",7
276,"Rasmussen 2010-01-01","Prime Minister Lars Løkke Rasmussen's New Year Address",51,"2010-01-01","Denmark",7
277,"Bernstein 2010-03-24","Recovering of the Danish economy and housing market developments",54,"2010-03-24","Copenhagen",1
278,"Bernstein 2010-03-22","The Danish krone during the crisis",54,"2010-03-22","Copenhagen",1
279,"Bernstein 2010-04-22","Speech by governor Nils Bernstein at the Annual Meeting of the Association of Danish Mortgage Banks 2010",54,"2010-04-22","Denmark",1
280,"Bernstein 2011-12-14","the European debt crisis - from a Danish perspective",54,"2011-12-14","Copenhagen",1
281,"Bernstein 2011-04-27","Speech by governor Nils Bernstein at the Annual Meeting of the Association of Danish Mortgage Banks 2011",54,"2011-04-27","Denmark",1
282,"Bernstein 2012-03-29","Developments in the Danish economy and mortgage credit system",54,"2012-03-29","Copenhagen",1
283,"Bernstein 2012-12-03","Speech by Nils Bernstein at the annual meeting of the Danish Bankers Association",54,"2012-12-03","Denmark",1
284,"Bernstein 2012-09-26","Speech by Nils Bernstein at the Annual Meeting of the Association of Danish Mortgage Banks 2012",54,"2012-09-26","Denmark",1
285,"Bernstein 2013-01-29","Introduction by Chairman Nils Bernstein to DIIS conference 'Central Banking at a Crossroads: Europe and Beyond""",54,"2013-01-29","Copenhagen",1
286,"Rutte 2011-10-21","Toespraak minister-president Rutte op de staatsuniversiteit van Sint Petersburg",52,"2011-10-21","Sint Petersburg",7
287,"Draghi 2010-02-13","Speech by Governor of the Bank of Italy Mario Draghi",45,"2010-02-13","Naples",1
288,"Draghi 2009-12-09","The social market economy and the solutions to the global financial and economic crisis",45,"2009-12-09","Bonn",1
289,"Rutte 2013-09-02","Rutte: H.J. Schoo-lezing: Nederland bij de tijd brengen: verandering én zekerheid",52,"2013-09-02","Amsterdam",7
290,"Draghi 2011-03-21","The Euro: From the past to the future",45,"2011-03-21","Milan",1
291,"Rutte 2014-04-03","Speech Rutte - Friedrich-Naumann-Stiftung",52,"2014-04-03","Postdam",7
292,"Rasmussen 2010-04-12","Speech by Lars Løkke Rasmussen, Prime Minister of Denmark, at Peking University",51,"2010-04-12","Beijing",7
293,"Rasmussen 2010-04-23","Prime Minister Lars Løkke Rasmussen's address at The Annual Meeting with Ambassadors in Denmark",51,"2010-04-23","Copenhagen",7
294,"Draghi 2010-05-31","The governor's concluding remarks",45,"2010-05-31","Rome",1
295,"Visco 2011-12-09","Fact-finding with regard to the decree law containing urgent measures for growth, equity and the consolidation of public finances",55,"2011-12-09","Rome",1
296,"Visco 2012-06-09","Economic and policy interconnections in the current crisis",55,"2012-06-09","Venice",1
297,"Visco 2012-05-31","The governor's concluding remarks 2012",55,"2012-05-31","Rome",1
298,"Visco 2013-10-16","The aftermath of the crisis: Supervision and the role of central banks",55,"2013-10-16","Cambridge",1
299,"Visco 2014-10-31","Address by the governor of the Bank of Italy Ignazio Visco",55,"2014-10-31","Rome",1
300,"ABC 2013-03-24","Cyprus: between chaos and foolery",56,"03-24-2013",,8
301,"ABC 2012-10-09","The anti-German feeling",56,"09-10-2012",,8
302,"ABC 2010-05-07","Bad+Bad=Worse",56,"05-07-2010",,8
303,"ABC 2010-05-06","Pantomime",56,"05-06-2010",,8
304,"Carney 2014-01-29","The economics of currency unions",57,"2014-01-29","Edinburgh",1
305,"Knot 2012-02-17","The future of EMU and the Netherlands' place in Europe",48,"2012-02-17","London",1
307,"Thorning-Schmidt 2011-10-04","Prime Minister Helle Thorning-Schmidt's Opening Address to the Folketing",59,"2011-10-04","Copenhagen",7
308,"Thorning-Schmidt 2012-01-18","The Danish Prime Minister's speech in the European Parliament",59,"2012-01-18","Strasbourg",7
309,"King 2011-10-18","Monetary policy developments",58,"2011-10-18","Liverpool",1
310,"ABC 2010-04-03","Potemkin in Spain",56,"10-04-2010",,8
311,"ABC 2010-02-26","Misgovernment",56,"02-26-2010",,8
312,"El Mundo 2013-05-17","The Parenthesis",60,"05-17-2013",,8
313,"El Mundo 2010-03-30","Let the people speak",60,"03-30-2010",,8
314,"El Mundo 2012-06-12","Rajoy showed up in mortal flesh",60,"06-12-2012",,8
315,"King 2011-03-11","Do we need an international monetary system?",58,"2011-03-11","Stanford",1
316,"King 2010-09-15","Address by Mervyn King to Trades Union Congress",58,"2010-09-15","Manchester",1
317,"Knot 2013-10-15","Central bank independence and unconventional monetary policy: Challenges for the ECB",48,"2013-10-15","Mexico City",1
318,"Knot 2014-04-07","Germany and the quest for a stable monetary union",48,"2014-05-07","Amsterdam",1
319,"King 2013-01-22","Monetary policy developments 2013",58,"2013-01-22","Belfast",1
320,"King 2013-04-16","Monetary policy - many targets, many instruments. Where do we stand?",58,"2013-04-16","Washington DC",1
321,"King 2012-10-23","Monetary policy developments 2012",58,"2012-10-23","Cardiff",1
322,"King 2012-10-09","Twenty years of inflation targeting",58,"2012-10-09","London",1
323,"King 2013-06-19","A Governor looks back - and forward",58,"2013-06-19","London",1
324,"Thorning-Schmidt 2012-05-11","The Prime Minister's speech at the conference: Building the Europe of the Future: Post Crisis Reflections",59,"2012-05-11","Copenhagen",7
325,"Merkel 2009-11-23","Rede der Bundeskanzlerin bei der 9. Jahreskonferenz des Rates fur Nachhaltige Untwicklung",5,"2009-11-23","Germany",1
326,"Merkel 2009-11-20","Rede von Bundeskanzlerin Angela Merkel anlasslich des Fuhrungstreffen Wirtschaft 2009",5,"2009-11-20","Berlin",1
327,"Thorning-Schmidt 2013-11-04","Prime Minister Helle Thorning-Schmidt's address at meeting with the Diplomatic Corps",59,"2013-11-04","Copenhagen",7
328,"El Mundo 2010-04-27","Spanish Economists: the moment of truth",60,"04-27-2010",,8
329,"El Mundo 2012-12-11","The challenge is to advance towards a common economic government",60,"12-11-2012",,8
330,"El Mundo 2012-06-28","The asymmetrical federalisation",60,"06-28-2012",,8
331,"El Pais 2012-11-19","From the monetary union to the political union",61,"11-19-2012",,8
332,"El Pais 2010-09-09","More economic governance",61,"09-09-2010",,8
333,"Merkel 2014-02-27","Rede von Bundeskanzlerin Merkel vor den beiden Hausern des britischen Parlaments",5,"2014-02-27","London",1
334,"El Pais 2009-12-10","Exaggerated punishment",61,"12-10-2009",,8
335,"Thorning-Schmidt 2012-10-17","The Danish Prime Minister's address at the Opening Ceremony of the College of Europe",59,"2012-10-17","Bruges",7
336,"Rutte 2014-11-21","Toespraak van minister-president Mark Rutte bij het in ontvangst nemen van de Rathenau-prijs",52,"2014-11-21","Berlijn",7
337,"Balkenende 2009-11-05","Europa: een unieke geschiedenis, een unieke toekomst",62,"2009-11-05","Den Haag",7
338,"Balkenende 2009-11-26","Toespraak Balkenende bij het Amsterdam Financial Forum",62,"2009-11-26","Amsterdam",7
339,"Cowen 2010-10-29","Statement by the Taoiseach, Mr. Brian Cowen T.D., on the outcome of the European Council Meeting",14,"2010-10-29","Brussels",1
340,"Cowen 2010-12-08","Speech by Taoiseach, Mr Brian Cowen TD on the 2011 Budget",14,"2010-12-08","Dublin",1
341,"Kenny 2011-11-16","Address by the Taoiseach, Mr Enda Kenny TD, to the Konrad Adenauer Stiftung",13,"2011-11-16","Berlin",1
342,"El Pais 2013-07-30","To recover the Citizenship",61,"07-30-2013",,8
343,"Cameron 2012-06-29 niet gebruiken","Speech by Prime Minister David Cameron in Brussels at the end of the European Council",16,"2012-06-29","Brussels",7
344,"Kenny 2012-10-04","Statement by the Taoiseach, Mr. Enda Kenny T.D., on the occasion of the address by President Schulz of the European Parliament to Dail Eireann",13,"2012-10-04","Dublin",1
345,"Kenny 2013-07-03","Speech by the Taoiseach, Mr. Enda Kenny T.D., Lisbon Council Europe 2020 summit",13,"2013-07-03","Lisbon",1
346,"Kenny 2014-12-19","Statement by the Taoiseach on the meeting of the European council brussels",13,"2014-12-19","Dublin",1
347,"Zapatero 2010-02-17","Report on the European council meeting held in Brussels on February 11, 2010 and measures in response to the evolution of the economic and employment situation",18,"2010-02-17","Madrid",1
348,"Zapatero 2010-02-11","Press conference with the President Rodriguez Zapatero, following the Extraordinary European Council",18,"2010-02-11","Brussels",1
349,"El Pais 2009-11-22","Once again, Trichet",61,"11-22-2009",,8
350,"Zapatero 2010-03-25","Speech by the President of the Government at the press conference following the EU Tripartite Social Summit",18,"2010-03-25","Brussels",1
351,"Zapatero 2009-12-16","Appearance before the Plenary Session to report on the conclusions reached at the December 2009 European Council and to outline the priorities of the Spanish Presidency of the EU Council",18,"2009-12-16","Madrid",1
352,"Zapatero 2010-03-01","Press conference by the German Federal Chancellor and the President of the Spanish Government",18,"2010-03-01","Hannover",1
353,"El Pais 2012-05-20","The Evil Fictions",61,"05-20-2012",,8
354,"Cowen 2010-03-31","Statement by the Taoiseach, Mr. Brian Cowen T.D. to Dail Eireann on Wednesday 31 March 2010 on the outcome of the Spring European Council 2010",14,"2010-03-31","Dublin",1
355,"Cowen 2009-12-10","Statement on the Budget by the Taoiseach, Mr. Brian Cowen T.D, Dail Eireann",14,"2009-12-10","Dublin",1
356,"Cowen 2009-11-05","Speech by Taoiseach, Mr Brian Cowen TD., at the European Foundation Forum 'Global Recession: Europe's way out'",14,"2009-11-05","Dublin",1
358,"Expansion 2012-06-04","-",63,"06-04-2012",,8
359,"Expansion 2012-09-13","Spain gains time to elude the rescue",63,"09-13-2012",,8
360,"Expansion 2014-10-14","Exporting economies slow down",63,"10-14-2017",,8
361,"Expansion 2011-11-15","Spain returns to the eye of the hurricane",63,"11-15-2011",,8
362,"Sarkozy 2009-12-01","Discours de M. le President de la Republique",19,"2009-12-01","La Seyne-sur-mer",1
363,"Sarkozy 2009-12-14","Conference de presse sur les priorites financees par lemprunt national. Allocution de M. le President de la Republique.",19,"2009-12-14","Paris",1
364,"Volkskrant 2014-10-22","De euro is beter af met de Franse slag",50,"10-22-2014",,8
365,"Hollande 2012-08-30","Declaration de M. Francois Hollande, President de la Republique sur les relations franco-espagnoles et sur la crise de la Zone euro",64,"2012-08-30","Madrid",1
366,"Hollande 2013-04-17","Declaration de M. Francois Hollande, President de la Republique sur la politique du gouvernement face a la crise econmique et financiere",64,"2013-04-17","Paris",1
367,"Hollande 2013-02-19","Declaration de M. Francois Hollande, President de la Republique, sur les relations franco-grecques et la crise de la Zone euro",64,"2013-02-19","Athens",1
368,"Volkskrant 2013-01-24","Jeroen de minister, en Jeroen de euroman",50,"01-24-2013",,8
369,"Volkskrant 2010-02-11","Hulp voor de Grieken",50,"02-11-2010",,8
370,"Rajoy 2012-01-24","Press conference by the Prime Minister of Portugal and the President of the Government",65,"2012-01-24","Lisbon",1
371,"Rajoy 2012-01-26","Press conference by the Chancellor of the Federal Republic of Germany and the President of the Spanish Government",65,"2012-01-26","Berlin",1
372,"Rajoy 2012-07-11","Speech by the President of the Government at the Plenary Session of the Lower House of Parliament on the Conclusions of the European Council and the the Government's economic policy",65,"2012-07-11","Madrid",1
373,"Volkskrant 2010-02-15","Euro onder druk",50,"02-15-2010",,8
374,"Balkenende 2010-04-28","Toward a value-driven approach for society, market and politics",62,"2010-04-28","Seoul",7
375,"Cameron 2012-01-30 niet gebruiken","The Prime Minister has given a press conference following the summit held at the European Council in Brussels",16,"2012-01-30","Brussels",7
376,"Cameron 2012-01-18 niet gebruiken","PM: discussion focussed on European economy and on generating wealth and jobs",16,,"London",7
377,"Volkskrant 2010-11-18","De boemerang van Rutte",50,"11-18-2010",,8
378,"The Irish Times 2011-11-29","Let's end charade before EU chiefs get more power",40,"11-29-2011",,8
379,"The Irish Times 2009-12-30","Blanket guarantees for banks one of two big mistakes",40,"12-30-2009",,8
380,"The Irish Times 2010-11-19","Firm hand of the IMF will keep us steering in right direction",40,"11-19-2010",,8
381,"Cameron 2012-10-22","PM: making our economies competitive, dealing with uncertainty in the Eurozone, keeping the EU budget under proper control and making sure the EU speaks with a strong and united voice on the key international challenges - this is our agenda",16,"2012-10-22","England",7
382,"Cameron 2014-01-30","World Economic Forum",16,"2014-01-30","Davos, Swiss",7
383,"Rajoy 2013-05-28","Speech by the President of the Government, Mariano Rajoy, in the closing Session of the Forum ""Europe: next steps"", at the Institute of Governance",65,"2013-05-28","Paris",1
384,"Rajoy 2012-10-31","Speech by the President of the Government at the Plenary Session of the Lower House of Parliament to report on the European Council meeting held on 18 and 19 October",65,"2013-10-31","Madrid",1
385,"Orbán 2011-02-07","Viktor Orbán's State of the Nation Address",66,"2011-02-07","Budapest",1
386,"Orbán 2011-07-05","Viktor Orbán's speech in the European Parliament",66,"2011-07-05","Strasbourg",1
387,"Orbán 2011-11-10","Speech by Viktor Orbán at the Londen School of Economics",66,"2011-11-10","London",1
388,"Rutte 2011-04-06","Toespraak Rutte bij FD-evenement 'Meet the Government'",52,"04-06-2011","The Hague",8
389,"Rutte 2011-09-27","Popperlezing",52,"09-27-2011","Antwerpen",8
390,"Orbán 2014-11-06","Hungary 25 years after the opening of the borders - 25 years of democracy and freedom in Europe",66,"2014-11-06","Munich",1
391,"Rutte 2011-11-12","Speech by Prime Minister Mark Rutte at the Trilateral Commission",52,"11-12-2011","The Hague",8
392,"Orbán 2013-01-30","Speech of Prime Minister Viktor Orbán at the Bruegel Economic Research Insitute",66,"2013-01-30","Brussels",1
393,"Rutte 2012-01-06","Toespraak Rutte op de CSU Klausurtagung",52,"01-06-2012","Wildbad",8
394,"Orbán 2013-07-16","Prime Minister's speech at the meeting of Hungarian ambassadors",66,"2013-07-16","Budapest",1
395,"Cameron 2013-02-11","This statement was delivered in the House of Commons",16,"2013-02-11","London",7
396,"Cameron 2013-03-07 niet gebruiken","David Cameron speaks about the economic situation and the plans to fix the fundamental problems in the economy",16,"2013-03-07","UK",7
397,"Cameron 2014-10-24","The Prime Minister David Cameron gave a press conference at the European Council",16,"2014-10-24","Brussels",7
398,"Cameron 2014-03-21","The Prime Minister's press conference at the close of European Council",16,"2014-03-21","Brussels",7
399,"Cameron 2013-01-24","David Cameron sets out the main priorities for the UK's Presidency of the G8: trade, tax, and transparency",16,"2013-01-23","Davos, Swiss",7
401,"Cameron 2012-01-18","PM: discussion focussed on European economy and on generating wealth and jobs",16,,"London",7
402,"Cameron 2012-01-30","The Prime Minister has given a press conference following the summit held at the European Council in Brussels",16,"2012-01-30","Brussels",7
403,"Cameron 2012-06-29","Speech by Prime Minister David Cameron in Brussels at the end of the European Council",16,"2012-06-29","Brussels",7
404,"Cameron 2010-12-17","Transcript of press conference given by the Prime Minister David Camerno at the eU Summit in Brussels",16,"2010-12-17","Brussels",7
405,"Cameron 2010-11-01","A statement by PM David Cameron to the House of Commons following the October European Council meeting in Brussels",16,"2010-11-01","London",7
406,"Cameron 2013-03-07","David Cameron speaks about the economic situation and the plans to fix the fundamental problems in the economy",16,"2013-03-07","UK",7
407,"Cameron 2010-08-12","Transcript of a press conference given by Prime Minister David Cameron and the Danish Prime Minister Lars Lokke Rasmussen",16,"2010-08-12","London",7
408,"Cameron 2013-07-17","David Cameron and Enrico Letta gave a joint press conference",16,"2013-07-17","London",7
409,"Cameron 2013-07-02","The Prime Minister made a statement to the House of Commons on the European Council and his visit to Afghanisatan, Pakistan and Kazakhstan",16,"2013-07-02","London",7
410,"Rasmussen 2010-10-05","Prime Minister Lars Løkke Rasmussen's Opening Address to the Folketing (The Danish Parliament)",51,"2010-10-05","Denmark",7
411,"Monti 2013-01-23","Discorso inaugurale del Presidente del Consiglio al World Economic forum 2013 “ Leading against the odds” (eng)",68,"2013-01-23","Davos",1
412,"Monti 2012-11-20","Italian PM speech at the Dubai Chamber of Commerce and Industry",68,"2012-11-20","Dubai",1
413,"Monti 2012-09-26","Statement by the Prime Minister of Italy, H.E. Mario Monti, to the United Nations General Assembly",68,"2012-09-26","New York",1
414,"Monti 2012-05-09","Intervento del Presidente del Consiglio all'Isituto Universitario Europeo di Firenze (in lingua inglese)",68,"2012-05-09","Firenze",1
415,"Cameron 2014-11-10","David Cameron's speech to the CBI Annual Conference 2014",16,"2014-11-10","UK",7
417,"Brown 2010-03-29","A transcript of a statement made by the Prime Ministers to the House of Commons following a European Council meeting in Brussels",69,"2010-03-29","UK",7
418,"Brown 2010-01-19","The Prime Minister has given a joint press conference with the President of the European Council Herman van Rompuy",69,"2010-01-19","London",7
419,"Monti 2012-04-26","Transcription of the intervention of Italian Prime Minister Mario Monti at the European Business Summit",68,"2012-04-26","Brussels",1
420,"Barroso 2010-03-24","Speech at the European Parliament Plenary in advance of the European Council",70,"2010-03-24","Brussels",7
421,"Barroso 2009-11-25","Statement of President Barroso in the debate on the Preparation of the European Council",70,"2009-11-25","Strasbourg",7
422,"Barroso 2010-01-20","Debate on the priorities of the Spanish Presidency",70,"2010-01-20","Strasbourg",7
423,"Barroso 2010-04-20","Commission Work Programme 2010",70,"2010-04-20","Strasbourg",7
424,"Barroso 2010-03-09","Statement on Greece and financial market question",70,"2010-03-09","Strasbourg",7
425,"Renzi 2014-02-24","Senato della Repubblica - Comunicazioni del Presidente del Consiglio Matteo Renzi",71,"2014-02-24","Rome",1
426,"Renzi 2014-02-25","Camera dei Deputati - Replica del Presidente del Consiglio Matteo Renzi  Italy M. Renzi  stenographic report dellâ …. Assembly 02.25.2014 ",71,"2014-02-25","Rome",1
427,"Renzi 2014-07-02","Matteo Renzi European Parliament Strasbourg",71,"2014-07-02","Brussels",1
428,"Renzi 2014-03-19","Comunicazioni del Presidente del Consiglio dei ministri in vista del Consiglio europeo di Bruxelles del 20 e 21 marzo 2014, nonché sullo stato dell'economia e della finanza pubblica 19-03-2014 Italy M. Renzi 6007",71,"2014-03-19","Rome",1
429,"Irish Daily Mail 2012-08-16","The great Euro con",36,"08/16/2012",,8
430,"Simor 2012-06-18","The interaction of Political, Fiscal and Financial Stability: Lessons from the Crisis",72,"2012-06-18","Vienna",1
431,"Irish Daily Mail 2012-09-17","Power-crazed EU elite have no intention of giving us a deal",36,"09/17/2012",,8
432,"Irish Daily Mail 2012-04-25","The second black death",36,"04/25/2012",,8
433,"Simor 2012-12-07","Speech by Mr András Simor, Governor of Magyar Nemzeti Bank ath the Anchor 2013 conference",72,"2012-12-07","Budapest",1
434,"Simor 2010-05-26","Post-Crisis global economy and the convergence process",72,"2010-05-26","Brussels",1
435,"The Sunday Business Post 2009-12-06","Stuck in an economic cul-de-sac",73,"12/06/2009",,8
436,"The Sunday Business Post 2010-03-28","Greek crisis highlights priorities for Ireland",73,"03/28/2010",,8
437,"The Sunday Business Post 2012-02-05","The champagne is flowing",73,"02/05/2012",,8
438,"Børsen 2009-12-28","HD Another Recession may threaten our future",74,"2009-12-28",,7
439,"The Sunday Business Post 2012-05-13","Is there even a place for people in the EU?",73,"05/13/2012",,8
440,"The Sunday Business Post 2012-11-25","There's light at the end of the tunnel for Ireland",73,"11/25/2012",,8
441,"Børsen 2010-04-26","German euro-exit a disaster",74,"2010-04-26",,7
442,"Børsen 2010-08-16","Ambiguous signals from the financial markets",74,"2010-08-16",,7
443,"Børsen 2011-07-19","The euro benefits all of Europe by forcing a clean-up",74,"2011-07-19",,7
444,"The Sunday Business Post 2014-11-09","Bailout bullying was Ireland's own fault",73,"11/09/2014",,8
445,"Irish Independent 2010-04-24","In finance, as in life, what can't go usually doesn't",75,"04/24/2010",,8
446,"Irish Independent 2010-04-24b","Pension farce widens gulf Greek lesson for Ireland",75,"04/24/2010",,8
447,"Irish Independent 2012-06-11","Europe must stop kicking the can",75,"06/11/2012",,8
448,"Irish Independent 2012-06-19","Needed: a plan to avert chaos",75,"06/19/2012",,8
449,"Irish Independent 2013-12-16","It's not perfect, but today we wake up in a different world",75,"12/16/2013",,8
450,"Irish Independent 2012-11-26","ICTU's strike call futile and harmful",75,"11/26/2012",,8
451,"Corriere Della Sera 2010-03-10","Washington's Greek syndrome",76,"03/10/2010",,8
452,"FAZ 2010-03-10","Ein Euro-schuldenfonds",77,"2010-03-10",,1
453,"BT 2011-07-22","Editiorial: Seven important hours",78,"2011-07-22",,7
454,"BT 2012-01-03","Featuring article: Danish figurants",78,"2012-01-03",,7
455,"BT 2013-02-08","Debate: Yes, we are on our way out of the darkness",78,"2013-02-08",,7
456,"FAZ 2010-03-26","Weiche Regeln",77,"2010-03-26",,1
457,"BT 2013-04-16","Debate: The voter's great flight from the crisis",78,"2013-04-16",,7
458,"FAZ 2011-09-19","Europa is mehr als ""Euroland 17""",77,"2011-09-19",,1
459,"FAZ 2012-02-27","Alles nur vorlaufig?",77,"2012-02-27",,1
460,"FAZ 2013-12-19","Irlands Chance",77,"2013-12-19",,1
461,"FAZ 2014-07-11","Draghis Traum",77,"2014-07-11",,1
462,"Süddeutsche Zeitung 2010-04-07","Wiche EZB; Eine Lex Griechenland mindert das Vertrauen in den Euro",80,"2010-04-07",,1
463,"Süddeutsche Zeitung 2010-04-30","Den Euro retten, Europa retten: Der Kontinent braucht ein politisches Bekenntnis zu seiner Wahrung, wenn er nicht zerfallen soll",80,"2010-04-30",,1
464,"Corriere Della Sera 2010-03-16","Act Number Three of the Greek crisis: Europe tries to enter the scene",76,"03/16/2010",,8
465,"Corriere Della Sera 2011-08-11","Discomfort and ambiguity in front of the crisis",76,"08/11/2011",,8
466,"Corriere Della Sera 2011-08-08","Looking for a leader",76,"08/08/2011",,8
467,"Corriere Della Sera 2012-10-09","The (hidden) truth behind the bailout fund; Europe and the crisis",76,"10/09/2012",,8
468,"Information 2010-02-20","The Euro-sceptics have regained the right to gloat",81,"2010-02-20",,7
469,"Süddeutsche Zeitung 2011-03-23","Keine Chance den Scharlatanen: Der Euro-Schutzschirm ist richtig, aber wichtige Details sind zu Klaren",80,"2011-03-23",,1
470,"Süddeutsche Zeitung 2012-05-21","Deutschland gegen den Rest der Welt: Kanzlerin Merkel wird ihre aufs Sparen fixierte Politiek in Europa andern mussen",80,"2012-05-21",,1
471,"Information 2010-03-27","Crisis help: Greece satisfied with airy promises",81,"2010-03-27",,7
472,"Süddeutsche Zeitung 2012-08-03","Euro-prasident Draghi",80,"2012-08-03",,1
473,"Information 2010-07-27","Editorial: Europe and the euro (II)",81,"2010-07-27",,7
474,"Corriere Della Sera 2014-12-31","Risk of Greek future elections underestimated",76,"12/31/2014",,8
475,"Il Giornale 2010-04-25","German attacks Greece",83,"04/25/2010",,8
476,"Il Giornale 2010-05-10","The new economic crisis - The euro is in war - Italy will manage",83,"05/10/2010",,8
477,"Il Giornale 2011-12-16","Italy is in recession",83,"12/16/2011",,8
478,"Il Giornale 2012-08-18","Teachers and common sense",83,"08/18/2012",,8
479,"Il Giornale 2012-12-12","Stop with ""Uber-Alles"" Germans!",83,"12/12/2012",,8
480,"Il Giornale 2010-02-11","Moves of Europe and us",83,"02/11/2010",,8
481,"Süddeutsche Zeitung 2012-08-31","Dr Roslers Fehldiagnose",80,"2012-08-31",,1
482,"Italia Oggi 2010-02-23","Italy had already experienced the Greek crisis",84,"02/23/2010",,8
483,"Italia Oggi 2010-04-02","Sarkozy blames Germany because France is not able to keep the pace",84,"04/02/2010",,8
484,"Italia Oggi 2012-06-06","While Europe risks a default, leaders continue to loaf about",84,"06/06/2012",,8
485,"Italia Oggi 2012-07-21","Madrid is at the centre of the financial storm",84,"07/21/2012",,8
486,"Le Figaro 2010-02-06","Comment Reduire la dette publique sans secrifier l'activite?",85,"2010-02-06",,1
487,"Italia Oggi 2012-10-30","Italy passess Merkel stress test",84,"10/30/2012",,8
488,"Italia Oggi 2013-05-18","Hollande proposal of a political Europe",84,"05/18/2013",,8
489,"La Repubblica 2010-02-13","Wanted exit strategy desparely",86,"02/13/2010",,8
490,"La Repubblica 2010-03-09","The phantom of Lisbon",86,"03/09/2010",,8
491,"Information 2011-12-01","Deroute: The European debt crisis moves east",81,"2011-12-01",,7
492,"La Repubblica 2010-06-17","The anti-crisis remedy is not healing Europe",86,"06/17/2010",,8
493,"La Repubblica 2010-07-01","The old grudges between Europe and US",86,"07/01/2010",,8
494,"La Repubblica 2014-07-14","Economic crisis round",86,"07/14/2014",,8
495,"La Repubblica 2014-08-15","There is only one way to compete",86,"08/15/2014",,8
496,"Le Figaro 2010-02-20","Il faut cesser de tricher avec l'euro",85,"2010-02-20",,1
497,"Information 2012-08-27","Feature article: The debt crisis is a growth crisis",81,"2012-08-27",,7
498,"Information 2013-12-11","Feature article: The Greeks are neither lazy nor amoral",81,"2013-12-11",,7
499,"Politiken 2010-02-03","German-Italian euro-duel",87,"2010-02-03",,7
500,"Le Monde 2010-03-06","Il faut créer un dispositif pérenne de solidarité",88,"03/06/2010",,8
501,"Politiken 2010-02-17","Debate: A Greek tragedy, part 2: Do not scapegoat the euro",87,"2010-02-17",,7
502,"Politiken 2010-05-19","EU's rescue package was merely a short respite",87,"2010-05-19",,7
503,"Politiken 2010-12-01","The end is nigh but then again it might not be",87,"2010-12-01",,7
504,"Politiken 2013-01-03","Debate: Ireland can contribute to boosting Europe's upswing",87,"2013-01-03",,7
505,"Le Monde 2010-03-22","La Grece, bouc émissaire trop commode",88,"03/22/2010",,8
506,"Le Monde 2011-09-30","Rompre avec le culte de la performance",88,"09/30/2011",,8
507,"Le Monde 2014-05-09","Ni Angela Merkel ni Marine Le Pen",88,"05/09/2014",,8
508,"Le Monde 2015-08-01","L'Eurogroupe, cet embryon de gouvernement européen",88,"08/01/2015",,8
509,"Politiken 2014-11-10","Debate: The EU countries could learn a lot from Iceland",87,"2014-11-10",,7
510,"Le Figaro 2010-12-03","The battle to save the euro",85,"2010-12-03",,7
511,"Le Figaro 2011-07-16","Candidates for the presidency in the face of the European challenge",85,"2011-07-16",,7
512,"Le Figaro 2012-09-13","The serious mistake of the European Central Bank",85,"2011-09-13",,7
513,"Le Figaro 2013-10-04","Greece: the promise of dawn did not need to be golden",85,"2013-10-04",,7
514,"Le Parisien 2010-04-29","Rating agencies have put oil on the fire",89,"2010-04-29",,7
515,"Le Parisien 2011-12-31","Ten years of euro amid rising prices",89,"2011-12-31",,7
516,"Le Parisien 2012-05-11","Greece: the specter of an exit from the euro resurfaces",89,"2012-05-11",,7
517,"Le Parisien 2014-10-06","Europe, Germany and us",89,"2014-10-06",,7
518,"Le Parisien 2015-07-13","Their solutions to save Athens",89,"2015-07-13",,7
519,"Le Monde 2010-12-11","Analysis; The crisis in the eurozone: is Europe burning?",88,"2010-12-11",,7
520,"Le Monde 2010-12-18","Urgently put in place budgetary solidarity",88,"2010-12-18",,7
521,"ABC 2010-04-29","The crisis' fossil layers",56,"2010-04-29",,1
522,"Le Parisien 2010-02-12","Deciphering an exceptional crisis",89,"2010-02-12",,7
523,"Delors 1985-10-29","Speech given by Mr Jacques Delors. President of the European Communities to the CBI",90,"1985-10-29","London",1
524,"Les Echos 2010-02-12","The bet of deterrence",91,"2010-02-12",,7
525,"Delors 1986-11-21","The Single Act and Europe: A Moment of Truth",90,"1986-11-21","Florence",1
526,"Les Echos 2010-03-09","Europe in crab",91,"2010-03-09",,7
527,"Delors 1987-02-18","The Single Act: A new frontier for Europe",90,"1987-02-18","Strasbourg",1
528,"Delors 1989-01-18","Statement on the broad lines of Commission policy",90,"1989-01-18","Strasbourg",1
