"Speech_Content_ID","Speech_ID","Speech_Content_Title","Speech_Content_Description","User_ID"
906,132,"7-2","economic recovery",4
907,132,"7-3","Economy and Employment Stimulation Plan",4
908,132,"7-4","budget stability",4
909,132,"7-5","Lisbon Strategy",4
910,132,"7-6","reforms",4
911,132,"8-3","unemployment",4
912,133,"1-1","speculation",4
913,133,"1-2","Response to public finance deterioration",4
914,133,"1-3","Stabilisation of the public finances",4
915,133,"1-4","deficit",4
916,133,"1-6","debt",4
917,133,"1-8","Further consolidation required",4
918,133,"1-9","weaker economic outlook",4
919,133,"1-10","return to growth.",4
920,133,"2-1","budgetary consolidation",4
921,133,"2-6","reform measures",4
922,133,"2-7","Increase in spreads",4
923,133,"2-9","stability to markets",4
924,133,"2-10","liquidity",4
925,133,"2-11","safeguarding deposits",4
926,133,"3-6","assurance to the markets",4
927,133,"3-7","volatile markets",4
928,133,"3-8","sustainability to the public finances",4
929,133,"3-10","Growth",4
930,133,"4-1","inward investment",4
931,133,"4-2","banking system",4
932,133,"4-4","abilising the public finances and restoring growth",4
933,133,"2-2","frontloading of consolidation",4
934,130,"2-4","protectionism",4
935,132,"4-3","fiscal recovery measures",4
936,116,"2-5","fiscal adjustment",4
937,,"4-1","EFSF",4
938,116,"4-1","EFSF",4
939,116,"4-2","ECB intervention",4
940,116,"4-6","new measures",4
941,,"4-8","SGP",4
942,116,"4-8","SGP",4
943,116,"5-6","Fiscal consolidation",4
944,116,"6-1","Constitution",4
945,116,"6-2","consolidation of emu",4
946,116,"7-3","collective bargaining",4
947,107,"1-4","stability of EMU",4
948,,"1-5","Euro governance",4
949,107,"1-5","Euro governance",4
950,107,"2-2","turmoil in sovereign debt markets",4
951,107,"2-7","EMU",4
952,107,"4-2","results",4
953,107,"5-6","EU integration",4
954,107,"6-1","eurozone stability",4
955,120,"3-8","complementary actions",4
956,120,"3-9","other measures",4
957,120,"4-1","SGP",4
958,120,"5-1","contribute to financial stability",4
959,120,"6-3","reduce deficit",4
960,109,"1-5","bouncing back",4
961,142,"1-3","SGP reform",4
962,142,"1-4","debt and deficit limits",4
963,142,"1-6","Lisbon Strategy",4
964,142,"2-1","specific circumstances of each country",4
965,142,"2-4","good times bad times",4
966,142,"3-1","factors contributing to economic growth",4
967,142,"3-2","benefits of reform",4
968,142,"3-8","efficient fiscal rules",4
969,142,"2-7","economic rationale",4
970,143,"1-2","system of european central banks",4
971,143,"1-4","emu monetary policy",4
972,143,"1-7","price stability",4
973,143,"2-5","single currency",4
974,143,"2-6","financial system",4
975,144,"5-2","Membership of euro",4
976,144,"5-3","consequences",4
977,145,"3-5","low interest rate benefits",4
978,145,"3-6","risks",4
979,146,"1-4","fin support package",1
980,146,"1-5","sgp public growth",1
981,147,"3-2","monetary disorder speculation euro",1
982,148,"4-3","growth and employment performance",4
983,148,"4-4","real economic benefits",4
984,148,"4-6","Common Consolidated Corporate Tax Base",4
985,148,"4-8","corporate tax harmonisation",4
986,148,"5-1","tax burden",4
987,148,"5-4","exchange rate and interest rate",4
988,148,"5-5","business tax environment",4
989,148,"5-8","Greater tax harmonisation",4
990,148,"6-1","inflexible",4
991,148,"6-2","Budgetary policy",4
992,148,"6-5","movement of capital",4
993,134,"4-8","euro prices",1
994,134,"14-3","EMU globalisation",1
995,134,"14-7","euro politics",1
996,134,"14-8","ecb indep politics",1
997,134,"14-9","euro economics",1
998,134,"14-10","euro exchange rate",1
999,134,"15-1","ecb indep politics",1
1000,134,"15-2","ecb indep politics",1
1001,134,"15-3","euro economics",1
1002,149,"3-8","participation in the Euro",4
1003,149,"3-9","stable environment",4
1004,150,"1-3","balanced and sustainable growth",4
1005,150,"2-7","mechanism",4
1006,150,"2-11","central part of European integration",4
1007,150,"3-1","stepping up",4
1008,150,"3-4","independent role of the ECB",4
1009,150,"3-7","Corporation Tax arrangements",4
1010,151,"2-3","membership of the eurozone",4
1011,151,"2-4","benefits",4
1012,151,"2-5","flexibility",4
1013,135,"5-9","decisionmaking eurogroup",1
1014,135,"6-7","use of euro",1
1015,135,"9-7","eco government political",1
1016,135,"10-2","monetary dumping",1
1017,135,"10-4","euro exchange rate",1
1018,135,"10-7","sgp security",1
1019,152,"2-6","bilateral loans to Greece",4
1020,152,"2-8","strategy for Growth and Jobs - Europe 2020",4
1021,153,"3-1","divergence in competitiveness",4
1022,153,"3-3","budgetary discipline",4
1023,153,"3-4","collective coordination",4
1024,154,"3-4","developments in tax policy",4
1025,155,"3-2","EU membership",4
1026,155,"3-3","membership of the Eurozone",4
1027,138,"5-1","economic gov & ecb independence",1
1028,139,"3-6","euro economic policy",1
1029,139,"4-1","economic government",1
1030,140,"6-3","sgp competition",1
1031,141,"1-2","franco-german eco recovery",1
1032,141,"1-3","sgp franco germany",1
1033,141,"1-4","financial assistance eurozone",1
1034,137,"6-3","independence ecb political debate",1
1035,136,"5-6","currency eco policy",1
1036,136,"5-7","ecb indep politics",1
1037,136,"6-7","euro growth employment",1
1038,156,"1-2","fin crisis EMU",1
1039,156,"1-3","fin crisis EMU",1
1040,156,"1-4","fin crisis EMU",1
1041,156,"1-5","fin crisis EMU",1
1042,156,"2-1","crisismanagement EMU",1
1043,156,"2-2","crisismanagement EMU",1
1044,156,"2-4","public debt EU",1
1045,156,"2-5","EMU macro-eco imbalance",1
1046,156,"3-1","sov debt crisis",1
1047,156,"3-2","SGP",1
1048,156,"3-3","SGP",1
1049,156,"3-4","SGP",1
1050,156,"4-1","edp",1
1051,156,"4-2","edp debt",1
1052,156,"4-3","edp debt",1
1053,156,"4-4","sgp compliance",1
1054,156,"4-5","sgp eu budget",1
1055,156,"4-6","sgp cohesion policy",1
1056,156,"5-1","sgp cohesion policy",1
1057,156,"5-2","summary",1
1058,156,"5-3","EU strat for growth and jobs",1
1059,156,"5-4","EMU macro-eco imbalance",1
1060,156,"6-1","surveillance emu",1
1061,156,"6-2","surveillance emu",1
1062,156,"6-3","surveillance emu prevention correction",1
1063,156,"7-1","summary",1
1064,156,"7-2","eco surveillance",1
1065,156,"7-3","surveillance emu prevention correction",1
1066,156,"7-4","surveillance emu budgets",1
1067,156,"7-5","surveillance emu budgets",1
1068,156,"8-1","European semester",1
1069,156,"8-2","European semester summary",1
1070,156,"8-3","crisismanagement EMU",1
1071,156,"8-4","crisismanagement EMU contagion",1
1072,156,"8-5","crisismanagement EMU contagion",1
1073,156,"8-6","financial assistance",1
1074,156,"9-1","financial assistance",1
1075,156,"9-2","financial assistance imbalances",1
1076,156,"9-3","financial assistance",1
1077,156,"9-4","financial assistance",1
1078,156,"9-5","financial assistance",1
1079,156,"10-1","crisismanagement EMU",1
1080,156,"10-2","crisismanagement EMU",1
1081,157,"2-6","expansionist fiscal response",4
1082,157,"2-7","international factors",4
1083,157,"3-1","Interest rates",4
1084,157,"5-3","Fiscal correction",4
1085,157,"6-1","miraculous turnaround",4
1086,157,"7-2","sucess of the Irish economy",4
1087,157,"8-2","monetary union",4
1088,157,"8-3","Interest rates",4
1089,157,"8-4","boom",4
1090,157,"8-5","bubble",4
1091,157,"10-1","import inflation rates",4
1092,157,"10-2","current account",4
1093,157,"10-3","construction boom",4
1094,157,"10-4","global contraction",4
1095,157,"10-5","globalization",4
1096,157,"10-6","international convergence",4
1097,157,"11-1","eurosystem",4
1098,157,"11-2","globalization",4
1099,157,"8-1","external shock of euro",4
1100,158,"1-1","crisis",4
1102,158,"1-8","complicating matters",4
1103,,"2-1","financial-real-fiscal crisis",4
1104,158,"2-1","financial-real-fiscal crisis",4
1105,158,"2-2","crisis of unexpected proportions",4
1106,,"2-3","euro governance",4
1107,158,"2-3","governance",4
1108,158,"2-4","Greek fiscal crisis",4
1109,158,"2-5","shockwave",4
1110,158,"3-4","stabilisation of the economy",4
1111,,"3-7","job destruction",4
1112,158,"3-7","job destruction",4
1113,,"4-1","contagion",4
1114,158,"4-1","contagion",4
1115,158,"4-2","structural deficit",4
1116,158,"4-5","lack of transparency",4
1117,158,"4-6","Institutional response (lack of)",4
1118,158,"4-7","contagion",4
1119,158,"5-3","ESM",4
1120,,"5-4","SGP",4
1121,158,"5-6","ECB asset purchases",4
1122,158,"5-4","sounder framework",4
1123,158,"5-7","response to emergency",4
1124,158,"6-1","scale of the fiscal crisis",4
1125,,"6-2","austerity drive",4
1126,,"6-2","austerity drive",4
1127,158,"6-2","austerity drive",4
1128,158,"6-4","fiscal consolidation",4
1129,158,"6-3","compliance with targets",4
1130,159,"1-3","european integration",4
1131,159,"1-5","resposibility to resolve the crisis",4
1132,159,"1-6","political union",4
1133,159,"2-2","without a political union",4
1134,,"2-3","economic governance",4
1135,159,"2-3","economic governance",4
1136,159,"2-4","governance model",4
1137,159,"2-6","fiscal discipline",4
1138,,"2-10","automatic sanctions",4
1139,159,"2-10","automatic sanctions",4
1140,160,"2-4","irish problems",4
1141,160,"3-3","eurosystem",4
1142,160,"3-5","the Programme",4
1143,160,"5-2","phased deficit reduction",4
1144,160,"7-3","liquidity",4
1145,160,"8-2","rolling back excesses",4
1146,161,"2-5","current problems",4
1147,161,"2-6","responses",4
1148,161,"2-7","structural reforms",4
1149,161,"3-1","conclusion",4
1150,162,"1-2","roots of crisis",4
1151,164,"2-1","fiscal position",4
1152,164,"2-2","policy response",4
1153,164,"2-4","SGP",4
1154,163,"2-2","Greek fiscal pressures",4
1155,163,"2-3","symptons",4
1156,163,"2-4","goals",4
1157,163,"2-5","effect",4
1158,163,"2-6","banking guarantee",4
1159,165,"1-1","On one level",4
1160,165,"1-2","I am almost despairing",4
1161,165,"1-3","The underlying problem",4
1162,165,"1-4","This means that France",4
1163,165,"1-5","Germany, by contrast",4
1164,165,"1-6","Of course, the new coalition",4
1165,165,"1-7","It always takes two to diverge",4
1166,165,"2-1","The eurozone has been here before",4
1167,165,"2-2","What are the long-term consequences",4
1168,165,"2-3","Within 10 years",4
1169,165,"2-4","Neither France nor Germany wants this to happen",4
1170,165,"2-5","Both Ms Merkel and Mr Sarkozy",4
1171,168,"1-2","Maastricht treaty",4
1172,168,"1-3","Transaction cost",4
1174,168,"2-2","Crisis",4
1175,168,"2-3","SGP",4
1176,168,"3-1","SGP",4
1179,168,"3-4","Competitiveness",4
1180,168,"4-1","Investor confidence",4
1181,168,"4-2","Cooperation in Eurozone",4
1183,168,"5-1","Competitiveness",4
1184,168,"5-2","Compliance",4
1185,168,"5-3","Compliance",4
1186,168,"6-1","euro-zone resilience",4
1188,168,"6-3","German export",4
1189,169,"1-1",,4
1190,169,"1-2",,4
1191,169,"1-3",,4
1192,169,"1-4",,4
1193,169,"1-5",,4
1194,169,"1-6",,4
1195,169,"2-1",,4
1196,169,"2-2",,4
1197,169,"2-3",,4
1198,169,"2-4",,4
1199,169,"3-1",,4
1200,169,"3-2",,4
1201,169,"3-3",,4
1202,169,"3-4",,4
1203,169,"4-1",,4
1204,169,"4-4",,4
1205,169,"4-5",,4
1206,169,"5-1",,4
1207,169,"5-2",,4
1208,169,"5-4",,4
1209,169,"5-5",,4
1210,169,"6-1",,4
1211,170,"2-2","Problem Eurozone",4
1212,170,"2-3","Splitting the Eurozone",4
1213,170,"2-4","Splitting the Eurozone",4
1214,170,"2-5","Consequences splitting up",4
1215,170,"3-1","Consequences splitting up",4
1216,170,"3-2","Inflation",4
1217,170,"3-3","Consequences splitting up",4
1218,170,"3-4","Consequences splitting up",4
1219,170,"3-5","Consequences splitting up",4
1220,170,"4-1","French taxes",4
1221,170,"4-2","Solution crisis",4
1222,171,"1-1","Solution crisis",4
1223,171,"2-1","Trust in Euro",4
1224,171,"2-2","Southern European state loans",4
1225,171,"2-3","Reinstating national currency",4
1226,171,"2-4","National loans",4
1227,171,"3-1","Reinstating national currency",4
1228,171,"3-2","Golden standard",4
1229,172,"2-1","Cause of crisis",4
1230,172,"2-2","Consequences of Euro",4
1231,172,"2-3","Introduction of Euro",4
1232,172,"2-4","Repression by elites",4
1233,172,"3-1","National loans",4
1234,172,"3-2","Competition position of Greece",4
1235,172,"3-3","French debt",4
1236,172,"3-4","Italian Lira",4
1237,172,"3-5","Germany's involvement",4
1238,172,"4-1","Federalism",4
1239,172,"4-2","Political elite",4
1240,172,"4-3","Pro-Europeans",4
1241,172,"4-5","Cause of crisis",4
1242,173,"3-2","Technocracy",4
1243,173,"4-2","Concern about technocracy",4
1244,173,"5-1","Technocracy",4
1245,173,"5-3","Populism",4
1246,174,"1-1",,1
1247,174,"2-3",,1
1248,174,"3-3",,1
1249,174,"4-1",,1
1250,174,"4-2",,1
1251,174,"5-1",,1
1252,174,"5-2",,1
1253,174,"5-3",,1
1254,174,"6-1",,1
1255,174,"6-2",,1
1256,174,"6-3",,1
1257,174,"7-1",,1
1258,174,"7-2",,1
1259,175,"1-4",,7
1260,175,"1-5",,7
1261,175,"1-6",,7
1262,175,"1-7",,7
1263,177,"1-1",,7
1264,177,"1-2",,7
1265,177,"1-3",,7
1266,177,"1-7",,7
1267,177,"1-8",,7
1268,177,"2-1",,7
1269,177,"2-3",,7
1270,177,"2-5",,7
1271,177,"2-6",,7
1272,177,"2-7",,7
1273,177,"3-1",,7
1274,177,"3-6",,7
1275,177,"3-7",,7
1276,177,"4-1",,7
1277,177,"4-3",,7
1278,177,"5.2",,7
1279,177,"3-4",,7
1280,177,"6-2",,7
1281,179,"1-4",,7
1282,179,"1-5",,7
1283,179,"2-1",,7
1284,179,"2-2",,7
1285,179,"2-3",,7
1286,179,"2-4",,7
1287,179,"2-5",,7
1288,179,"2-6",,7
1289,179,"2-8",,7
1290,179,"3-5",,7
1291,179,"4-2",,7
1293,179,"5-2",,7
1294,179,"5-4",,7
1295,179,"5-5",,7
1296,179,"5-7",,7
1297,179,"6-5",,7
1301,180,"2-7",,7
1302,180,"2-8",,7
1304,181,"1-7",,7
1305,181,"2-2",,7
1306,181,"2-3",,7
1307,181,"3-2",,7
1308,181,"3-3",,7
1309,181,"3-6",,7
1310,181,"3-7",,7
1311,181,"3-8",,7
1312,181,"4-1",,7
1313,181,"4-2",,7
1314,181,"4-4",,7
1315,181,"4-5",,7
1316,181,"4-6",,7
1317,181,"5-1",,7
1318,182,"1-3",,7
1319,182,"1-6",,7
1320,182,"2-2",,7
1321,182,"2-3",,7
1322,183,"1-1",,7
1323,183,"1-3",,7
1324,183,"1-5",,7
1325,183,"2-2",,7
1326,183,"2-6",,7
1327,184,"1-7",,7
1328,184,"2-2",,7
1329,184,"2-3",,7
1330,184,"3-2",,7
1331,184,"3-3",,7
1332,184,"3-6",,7
1333,184,"3-7",,7
1334,184,"3-8",,7
1335,184,"4-1",,7
1336,184,"4-2",,7
1337,184,"4-4",,7
1338,184,"4-5",,7
1339,184,"4-6",,7
1340,184,"5-1",,7
1341,185,"1-3",,7
1342,185,"1-6",,7
1343,185,"2-2",,7
1344,185,"2-3",,7
1345,188,"1-2",,7
1346,188,"1-3",,7
1347,188,"2-3",,7
1348,188,"2-9",,7
1349,188,"3-1",,7
1350,188,"3-3",,7
1351,188,"4-2",,7
1352,188,"4-5",,7
1353,188,"6-5",,7
1354,188,"6-6",,7
1355,188,"6-8",,7
1356,188,"7-3",,7
1357,188,"7-6",,7
1358,189,"1-3",,7
1359,189,"2-3",,7
1360,189,"2-5",,7
1361,189,"2-6",,7
1362,189,"2-7",,7
1363,189,"4-8",,7
1364,189,"5-1",,7
1365,190,"3-3",,7
1366,190,"3-4",,7
1367,190,"3-6",,7
1368,189,"3-1",,7
1369,189,"3-5",,7
1370,189,"3-6",,7
1371,189,"3-7",,7
1373,189,"6-1",,7
1374,191,"1-3",,7
1375,191,"1-5",,7
1376,191,"2-2",,7
1377,191,"2-4",,7
1378,191,"2-6",,7
1379,191,"2-7",,7
1380,191,"3-2",,7
1381,191,"3-5",,7
1382,191,"4-2",,7
1383,191,"4-4",,7
1384,191,"4-5",,7
1385,191,"7-4",,7
1386,191,"7-6",,7
1387,191,"8-3",,7
1388,191,"8-5",,7
1389,191,"8-6",,7
1390,191,"9-3",,7
1391,191,"15-3",,7
1392,191,"15-4",,7
1393,192,"1-5",,7
1394,192,"2-2",,7
1395,192,"2-3",,7
1396,192,"3-5",,7
1397,192,"4-5",,7
1398,192,"6-4",,7
1399,192,"6-6",,7
1400,192,"7-6",,7
1401,192,"7-7",,7
1402,193,"1-4",,7
1403,193,"2-5",,7
1404,193,"3-3",,7
1405,193,"3-4",,7
1406,193,"3-5",,7
1407,193,"4-5",,7
1408,193,"4-9",,7
1409,193,"5-1",,7
1410,193,"5-2",,7
1411,193,"5-4",,7
1412,193,"5-6",,7
1413,193,"6-1",,7
1414,193,"6-2",,7
1415,193,"6-3",,7
1416,193,"6-4",,7
1417,193,"6-5",,7
1418,193,"2-3",,7
1419,194,"1-3","Germany & EU integration",8
1420,194,"2-2","German & the Euro",8
1421,194,"2-3","German & SGP",8
1422,194,"2-4","Piigs",8
1423,194,"3-1","Pigs outside EMU",8
1424,194,"3-2","Next currencies",8
1425,194,"3-3","Rescue package",8
1426,194,"3-4","German discipline",8
1427,194,"3-5","Rescue package",8
1428,194,"3-6","Future of Euro",8
1429,194,"4-1","EU & US comparison",8
1430,195,"1-2","How to solve the crisis",8
1431,195,"1-3","Sovereign debt crisis",8
1432,195,"1-4","Political union",8
1433,195,"2-1","How to help Greece",8
1434,195,"2-2","Contagion",8
1435,195,"2-3","Grexit",8
1436,195,"2-4","Grexit alternatives",8
1437,195,"3-1","Impact for other countries",8
1438,195,"3-2","the Germans",8
1439,195,"3-3","Solving the crisis",8
1440,196,"1-2","Action of Central Bank",8
1441,196,"1-3","Cuts are bad",8
1442,196,"1-4","Debt",8
1443,196,"2-2","Public spending",8
1444,196,"2-3","influence of investors",8
1445,196,"2-4","Cut government spending",8
1446,196,"2-5","Government accountability",8
1447,196,"2-9","Controlling government",8
1448,196,"3-1","Economic growth",8
1449,196,"3-2","Being business friendly",8
1450,197,"1-1","end of crisis",8
1451,197,"1-2","Situation in Italy",8
1452,197,"1-3","Monti's tactics",8
1453,197,"2-1","Berlusconi vs Monti",8
1454,197,"2-3","Monti's tactics",8
1455,198,"1-2","Draghi announcement",8
1456,198,"1-4","Effect ECB program",8
1457,198,"1-5","Effect on investment",8
1458,199,"1-1","Impact crisis Cyprus",8
1459,199,"1-2","Recovery EU",8
1460,199,"1-3","Little change of contagion",8
1461,199,"1-4","future of debt countries",8
1462,199,"1-5","Lessons from cyprus",8
1463,199,"2-1","Tighter limits",8
1464,199,"2-3","Better crisis management",8
1465,199,"2-4","Framework and discipline",8
1466,199,"2-5","Political support",8
1467,199,"3-1","effects of devaluated currency",8
1468,199,"3-2","Survival of Euro",8
1469,199,"2-2","Tighter banking regulations",8
1470,205,"1-2","Crisismanagement effors",8
1471,205,"2-2","Made worse",8
1472,205,"2-3","Role politicians",8
1473,205,"2-4","Fiscal multipliers",8
1474,205,"3-1","Effect on Germany",8
1475,205,"3-2","Responsibility of Germany",8
1476,205,"3-3","Responsibility of Germany",8
1477,205,"3-4","Historic second chance",8
1478,204,"1-2","Trust",8
1479,204,"1-3","Europe is bankrupt",8
1480,204,"2-1","Keynes",8
1481,204,"2-2","Effect of austerity",8
1482,204,"2-5","Fake story",8
1483,204,"3-2","Getting out of the Euro",8
1484,204,"3-4","Austerity is negative",8
1485,204,"3-5","Inflate demand",8
1486,203,"1-2","Metaphor Greece",8
1487,203,"1-3","Democratic freedoms",8
1488,203,"2-1","Downside of Euro",8
1489,203,"2-2","Why Berlusconi",8
1490,203,"2-3","Democracy",8
1491,203,"2-4","Undermining democracy",8
1492,203,"3-1","What next?",8
1493,203,"3-2","Deeper integration",8
1494,203,"3-4","Involvement Britain",8
1495,203,"3-5","Good neighbours",8
1496,203,"3-6","Euroscepsism",8
1497,202,"1-2","Greek crisis",8
1498,202,"1-3","Timely reaction",8
1499,202,"2-1","Germany",8
1500,202,"2-2","Makeup of Eurozone",8
1501,202,"2-4","Domino effect",8
1502,202,"2-5","Floating pound",8
1503,202,"3-1","Speculation",8
1504,201,"1-1","Deficit reduction",8
1505,201,"1-2","Rescue plan",8
1506,201,"1-3","Deficit",8
1507,201,"1-4","Hold debt",8
1508,201,"2-1","Cyclical policy",8
1509,201,"2-2","Timing",8
1510,201,"2-3","Credible policy",8
1511,201,"2-4","International adjustment",8
1512,201,"2-5","Gap in demand",8
1513,201,"3-1","Automatic stabilisers",8
1514,200,"1-1","Cyprus' choice",8
1515,200,"1-2","Offshore banking",8
1516,200,"1-3","Greek example",8
1517,200,"1-5","Undermining deposit guarantee",8
1518,200,"2-2","Taxing future generations",8
1519,200,"2-4","Upsetting Russians",8
1520,206,"1-3","Symptoms of crisis",8
1521,206,"1-7","Results of break-up",8
1522,206,"2-1","Debates about crisis",8
1523,206,"2-2","Austerity is negative",8
1524,206,"2-3","Bill Gross",8
1525,206,"2-4","One tweet",8
1526,206,"2-5","Bottomless austerity",8
1527,206,"2-6","Self-perpetuating recession",8
1528,206,"3-1","Contractionary havoc",8
1529,206,"3-2","Religious cult of the Euro",8
1530,206,"3-3","the real issues",8
1531,206,"3-4","previous examples",8
1532,206,"3-5","Two currencies",8
1533,206,"4-1","Jens and Nick",8
1534,206,"4-2","Breakup of the Euro",8
1535,207,"3-2",,1
1536,207,"3-3",,1
1537,207,"5-2",,1
1538,207,"6-1",,1
1539,207,"6-3",,1
1540,207,"8-1",,1
1541,207,"9-1",,1
1542,207,"9-2",,1
1543,207,"11-2",,1
1544,207,"11-3",,1
1545,204,"2-3","Effect of austerity",8
1546,211,"1-2","Deal with debt",8
1547,211,"1-3","Debt problem",8
1548,211,"1-4","Confronting debt problems",8
1549,211,"2-1","Triple A",8
1550,211,"2-2","what to do",8
1551,211,"2-3","Effect on families",8
1552,211,"3-1","Cost of living",8
1553,211,"3-2","Competitiveness of countries",8
1554,211,"3-3","Overcoming problems",8
1555,212,"1-1","closing the Parthenon",8
1556,212,"1-2","bailout needed",8
1557,212,"1-3","IMF involved",8
1558,212,"2-1","One size does not fit all",8
1559,212,"2-2","Floating pound",8
1560,212,"2-3","flourishing Europe",8
1561,213,"1-1","Greek tragedy",8
1562,213,"1-2","effect of euro",8
1563,213,"1-3","Greek debt",8
1564,213,"2-1","Exchange rate",8
1565,213,"2-2","recession",8
1566,214,"1-1","referendum",8
1567,214,"1-3","effects of referendum",8
1568,214,"2-1","Chaos",8
1569,214,"2-2","Contagion",8
1570,214,"2-3","austerity",8
1571,214,"2-4","austerity",8
1572,215,"1-1","No solution",8
1573,215,"1-2","Resolution fund",8
1574,215,"1-3","Solution",8
1575,215,"1-4","ECB limits",8
1576,215,"1-5","Obvious solution",8
1577,215,"2-2","ESM",8
1578,215,"2-3","Default",8
1579,215,"2-4","Eurozone bond",8
1580,215,"2-6","Banking union",8
1581,215,"3-1","ESM",8
1582,216,"1-2","austerity",8
1583,216,"1-3","history of crisis",8
1584,216,"1-4","Scenario's",8
1585,216,"2-1","Greek default",8
1586,216,"2-2","No bailout",8
1587,216,"2-3","ideal scenario",8
1588,216,"2-4","Fudge",8
1589,216,"3-1","point of no return",8
1590,216,"3-2","Consistent crisis management",8
1591,217,"1-2","Catastrophic economic bushfire",8
1592,217,"1-4","Spain in trouble",8
1593,217,"1-5","Systemic collapse",8
1594,217,"2-1","America & China",8
1595,217,"2-2","Eurozone breakup",8
1596,217,"2-3","Saving the Euro",8
1597,218,"1-2","Fundamental differences",8
1598,218,"1-3","Group one and group two",8
1599,218,"1-4","soft money",8
1600,218,"1-5","leaving the Euro",8
1601,218,"2-3","German bonds",8
1602,218,"2-4","Spanish bonds",8
1603,219,"1-2","Rescue",8
1604,219,"2-1","Lean economy",8
1605,219,"2-2","reforms",8
1606,220,"1-2","Verdict on OMT",8
1607,220,"1-3","Disagree",8
1608,220,"1-4","Transmission mechanism",8
1609,220,"2-2","ECJ",8
1610,220,"2-4","Alternative approach",8
1611,220,"2-5","Government challenges the court",8
1612,220,"3-1","Effect of ruling",8
1613,221,"1-1","Risk of contagion",8
1614,221,"1-2","Future of Euro",8
1615,221,"1-4","Effect of bond markets",8
1616,221,"2-1","Own responsibility",8
1617,221,"2-2","Conditional support",8
1618,208,"1-4",,1
1619,208,"1-5",,1
1620,208,"2-2",,1
1621,208,"2-4",,1
1622,208,"2-5",,1
1623,208,"2-7",,1
1624,208,"3-2",,1
1625,208,"3-3",,1
1626,208,"3-5",,1
1627,208,"4-1",,1
1628,208,"4-3",,1
1629,208,"5-1",,1
1630,208,"5-3",,1
1631,208,"5-5",,1
1632,208,"5-6",,1
1633,208,"6-2",,1
1634,208,"6-3",,1
1635,208,"6-4",,1
1636,222,"1-1","Solution to debt problem",8
1637,222,"1-2","Plan",8
1638,222,"1-3","Simple purpose",8
1639,222,"2-1","Joint solutions",8
1640,223,"1-1","Adhering to demands of Troika",8
1641,223,"1-2","Economic adjustment",8
1642,223,"1-3","Exit bailout programme",8
1643,223,"1-4","Export-led growth",8
1644,209,"1-3","copy femke",1
1645,209,"1-4","copy femke",1
1646,209,"2-1",,1
1647,209,"2-3",,1
1648,209,"3-1",,1
1649,209,"3-2",,1
1650,209,"3-3",,1
1651,209,"3-4",,1
1652,209,"4-2",,1
1653,209,"4-3",,1
1654,209,"5-3",,1
1655,209,"5-4",,1
1656,209,"6-1",,1
1657,209,"6-2",,1
1658,209,"6-3",,1
1659,209,"7-2",,1
1660,210,"1-3 (femke's copy)",,1
1661,210,"2-5",,1
1662,210,"3-1",,1
1663,210,"3-2",,1
1664,210,"3-4",,1
1665,210,"5-2",,1
1666,210,"5-3",,1
1667,210,"5-5",,1
1668,210,"6-1",,1
1669,210,"6-2",,1
1670,210,"6-3",,1
1671,210,"6-4",,1
1672,210,"7-2",,1
1673,210,"8-1",,1
1674,210,"8-3",,1
1675,210,"9-1",,1
1676,210,"9-2",,1
1677,210,"9-3",,1
1678,210,"10-2",,1
1679,225,"1-2","bank restructuring",8
1680,225,"1-3","Beginning of Eurocrisis",8
1681,225,"1-6","Eurozone banks",8
1682,225,"1-8","Banking fund",8
1683,225,"2-1","Deposit insurance",8
1684,225,"2-2","Institutional change",8
1685,225,"2-4","the Germans",8
1686,224,"1-2","Banking union",8
1687,224,"1-3","Solving the crisis",8
1688,224,"1-4","global market",8
1689,224,"1-5","back on earth",8
1690,224,"2-1","ECB limits",8
1691,224,"2-3","Systematic risk",8
1692,224,"2-4","Virtuous circle",8
1693,224,"2-5","Bad news to come",8
1694,226,"1-1","Gered door China",8
1695,226,"1-3","Geen filantropen",8
1696,226,"2-1","Belang van de eurozone",8
1697,227,"1-2","regels aan de laars",8
1698,227,"2-1","Commitment sancties",8
1699,227,"2-2","Venootschapsbelasting",8
1700,227,"2-3","Frans-Duitse machtsgreep",8
1701,228,"1-1","Meanwhile in Greece",8
1702,228,"1-3","Renewed eurocrisis",8
1703,228,"2-1","Zwaard van Damocles",8
1704,228,"2-2","Party program",8
1705,229,"1-2","Mutual effort",8
1706,229,"1-4","Helping Greece",8
1707,229,"2-2","Euroscepsism",8
1708,229,"2-4","IMF involved",8
1709,230,"1-2","Increasing debt",8
1710,230,"2-2","High inflation",8
1711,230,"2-3","Inflation",8
1712,231,"1-1","Draghi",8
1713,231,"1-3","Solving the crisis",8
1714,231,"1-4","Buying bonds",8
1715,231,"1-5","Speculation",8
1716,232,"2-2",,1
1717,232,"2-3",,1
1718,232,"3-1",,1
1719,232,"4-1",,1
1720,232,"4-2",,1
1721,232,"4-3",,1
1722,232,"5-1",,1
1723,232,"5-2",,1
1724,232,"6-1",,1
1725,232,"6-2",,1
1726,232,"7-1",,1
1727,232,"9-2",,1
1728,233,"1-3",,9
1729,233,"1-4",,9
1730,233,"2-2",,9
1731,233,"2-3",,9
1732,233,"2-4",,9
1733,234,"1-2","Contagion",8
1734,234,"1-3","Saving Greece",8
1735,234,"1-4","Giving good example",8
1736,234,"1-5","SGP",8
